item_id,rater_uid,feedback,gmt_create,rate_pic_url
i508,u1514,看 起来 不错 ， 这 个 季节 正好 穿 ,2014/9/12 09:40,
i508,u559,亲 ， 店家 的 服务 太 好 了 ， 打底裤 有点 瑕疵 ， 联系 售后 ， 很 爽快 地 给 退款 了 ， 老板 很 诚信 ， 值得 信赖 。 好评 5 分 。 ,2014/9/28 21:36,
i508,u2390,颜色 很 正 ， 穿着 很 舒服 ,2014/9/13 21:38,
i509,u1205,裤子 弹性 很 大 ， 穿 上 很 舒服 ， 果断 有 买 了 一 条 ,2014/9/5 11:15,
i51,u288,没 想像 中 的 好 ， 也 没有 防 走光 功能 ， 左右 长 短 不一 。 不要 买 啊 ， 太 差 了 ， ,2014/9/1 14:30,
i51,u209,就 这 原价 还 149 买 了 肯定 亏 死 了 ， 和 图片 差别 很 大 ， 一点 都 不 像 ， 短 的 要 死 ， 失望 ,2014/9/1 19:20,
i51,u1964,物流 很 给力       宝贝 我 也 很 喜欢     妈妈 说穿 上 很 好看           大 赞 ,2014/9/12 09:26,
i51,u116,超棒 的     只是 里面 没 安全裤 ,2014/9/14 10:03,
i51,u1578,还 不错 ， 布料 也 可以 ！ ,2014/9/18 10:57,
i51,u1439,裙子 很 喜欢 ， 就是 有 股 味道 ， 洗 一 洗 应该 就 会好 ， 物流 很 给力 ， 卖家 发货 也 快 ， 祝 卖家 生意兴隆 。 ,2014/9/7 17:07,
i511,u1792,帮 朋友 买 的   裤子 号码 不准   偏 大   质量 一般 ,2014/9/29 09:36,
i511,u720,  裤子 穿 起来   有 弹性 呢     不错 的 一 条 裤子 ,2014/9/29 14:18,
i512,u666,。 朋友 都 说 好看 穿着 还 很 舒服 ,2014/9/14 15:49,
i513,u611,挺好 的 ， 比 想象 中 的 厚实 ， 很 满意 。 。 。 。 ,2014/9/27 22:36,
i513,u968,宝贝 还 行 ， 就是 掉色 太 严重 了 。 一 分 价钱 一 分 货 嘛 。 物流 也 够 慢 的 ,2014/9/6 16:51,
i513,u251,裤子 大小 合适 ， 质量 也 很 不错 。 5 分 ,2014/9/3 16:31,
i513,u1455,满意 是 我喜欢 的 款式 ， 5 分 ,2014/9/29 08:26,
i514,u1317,这 个 价 买 到 这 个 衣服 还是 不错 的 了 ！ ,2014/9/16 08:48,
i514,u564,不是 想象 中 的 样子 ， 不过 朋友 说 挺 显 身材 的 ， 先 给 个 好评 吧 ,2014/9/10 17:56,
i514,u2453,第一次 遇到 这么 烂 的 淘宝 ， 发 错 了 就算 了 还 不肯 退 ， 红色 和 黑色 区别 很 大 么 ！ ！ ！ 大家 别 买 她们 的 气 死人了 ,2014/9/15 01:27,http://img01.taobaocdn.com/bao/uploaded/TB2N1DiapXXXXaqXXXXXXXXXXXX_!!1644645650-0-rate.jpg
i514,u2549,和 想象 中 不一样 ， 衣料 很 没 质感 ， 款式 太 过 宽大 。 不是 是 棉 的 ， 也 不 挺 刮 ， 是 那种 很 次 很 次 的 滑滑 布 ， 最 不 喜欢 这种 布料 了 。 还 想 提醒 一下 广大 消费者 ： 不要 为了 几 块 钱 的 返现 就 不 负 责任 地 全 五星 好 么 ？ ,2014/9/7 14:11,http://img01.taobaocdn.com/bao/uploaded/TB2i0V_apXXXXbDXXXXXXXXXXXX_!!2021234846-0-rate.jpg
i514,u586,衣服 以 收到     衣服 质量 很 好     服务 态度 也好 是 一次 满意 的 网购     五分 ,2014/9/16 11:02,
i514,u1576,衣服 刚好 ， 很 合身 ， 颜色 很 正 ， 没有 色差 ， 面料 也 很 柔软 ， 很 有 质感 ， 价格 也 很   实惠 ， 买家 态度 很 好 ！ 物流 很 给力 ！ 不错 的 购买 经验   ,2014/9/12 15:14,
i515,u1712,衣服 款式 和 质量 都 还 不错 ， 而且 价格 也 优惠 ， 性价比 很 好 ， 客服 见见 的 服务 很 周到 哦 ！ ,2014/9/18 22:05,
i515,u2608,一个 帽子 两 种 颜色 ， 也 是 醉 了 。 。 。 129 买 件 羽绒服 差 不 多 就 这 价 了 ~ 联系 客服 ， 问 衣服 回答 的 勤快 的 狠 呢 ， 一 说 到 帽子 有 色差 。 。 。 就 不理 你 了 。 。 。 。 也 是 醉 了 。 啊 对 了 。 包装袋 脏兮兮 的 。 。 。 ,2014/9/30 17:23,http://img01.taobaocdn.com/bao/uploaded/TB26PaXaFXXXXbuXpXXXXXXXXXX_!!437766918-0-rate.jpg
i515,u2294,面料 很 好 ， 非常 不错 ， 很 暖和 也 很 好看 ， 推荐 此 宝贝 ， 值得 拥有 ， 不错 哦 ,2014/9/29 22:57,
i515,u384,衣服 质量 很 好 ， 无 色差 ， 儿子 很 喜欢 ， 发货 速度 快 ， 性价比 很 高 ， 超值 ， 给 五分 好评 ,2014/9/26 11:12,
i515,u28,真是 没想到   这么 少 的 价格   买 到 这么 满意 的 衣服   非常 好   超 喜欢   好评 ,2014/9/29 20:36,
i515,u1751,纯棉 商品 ， 手感 不错 ， 大小 与 描述 也 相符 。 这次 买 对 了 。 ,2014/9/24 16:05,
i515,u2419,物超所值 ！ 大小 刚刚好 ！ 我 跟 喜欢 ！ ,2014/9/20 02:49,
i516,u2593,收到 宝贝 啦 ， 衣服 质量 纯棉 的 ， 送给 男朋友 的 ， 男朋友 很 喜欢 啦 ， 物流 很快 哟 ， 本人 表示 ， 一定 还 会 光顾 ， 一定 啦 ， 大 卖 哟 ,2014/9/1 12:53,http://img01.taobaocdn.com/bao/uploaded/TB2aDNpapXXXXcsXXXXXXXXXXXX_!!1031804215-0-rate.jpg
i516,u1520,超薄 的 质量 ， 质量 根本 就 不 值 30 元 钱 ， 连 15 都 不 值 。 比 起 别人 买 的 9.9 的 都 差 。 ,2014/9/15 10:26,
i516,u1328,服务 态度 好 ， 快递 给力 ， 之前 的 码子 小 了 ， 和 客服 说 下 立即 给 同意 换 了 。 如今 收到 了 ， 赞 ！ ,2014/9/30 17:41,
i517,u14,产品 质量 非常 好 ， 满意 ， 发货 速度 很快 ， 东西 也 很 实惠 ， 很 强大 ， 必须 给 全 5 分 好评 啦 ， 还 会 再 来 的 。 ,2014/9/30 12:46,
i517,u1919,宝贝 很 好   老板 服务 也好   开始 买 大 了   重新 给 我 换 了 ,2014/9/12 16:20,
i517,u1369,不错 ， 修身 ， 大小 也 正好 ,2014/9/1 10:43,
i517,u440,衣服 还 可以 ， 有点 小 问题 ， 客服 服务 态度 很 好 ,2014/9/12 17:13,
i517,u2117,物流 很 给力 ！ 衣服 料 还 行 ！ 性价比 高 ， 总之 给 个 好评 ！ ,2014/9/5 23:06,
i518,u1396,服务 态度 好 ， 物流 更新 快 ， 面料 舒适 ,2014/9/19 10:28,
i518,u2038,除了 有点 薄 之外 ， 其他 的 跟 想像 中 一样 ， 衣服 挺 好看 的 ,2014/9/16 20:31,
i519,u1215,  漂亮 的 打底衫 ， 面料 很 舒服 ， 蕾丝 质量 不错 ， 做工 也 非常 精细 ， 这 件 衣服 真 的 是 太 值     快递 给力   服务 态度 好   5 分 ,2014/9/22 12:46,
i519,u2085,不错 的 宝贝 ， 穿 上 也 很 舒服 ， 以后 还 会 在 来 光顾 的 哦 、 好评 。 。 。 。 。 ,2014/9/18 19:40,
i52,u734,物美价廉 ， 非常 喜欢 ， 满意 ,2014/9/9 12:37,
i52,u2458,想 不 到 这 个 价格 有 这么 好 质地 的 裙子 ， 上 身 效果 非常 好 。 尺码 也 非常 合身 。 全 5 分 。 ,2014/9/23 08:28,http://img01.taobaocdn.com/bao/uploaded/TB2BV3RapXXXXcSXXXXXXXXXXXX_!!656336583-0-rate.jpg
i52,u1921,很 好     穿着 也 很 合身     质量 也 不错   值得 试试 ,2014/9/7 13:55,
i52,u1546,宝贝 收到 ， 和 图片 一样 ， 没有 色差 ， 正好 现在 穿 。 非常 喜欢 ,2014/9/21 18:54,
i52,u2172,质量 还 可以   就是 有点 偏 大   不过 一点 没事   谢谢 店主 的 小 礼物 ,2014/9/9 22:15,
i520,u1050,产品 做工 精致 ！ 好评 ！ 继续 努力 ！ 服务 好 会 再次 光临 的 . . . ,2014/9/26 20:41,
i521,u1630,超级 超级 好   穿 上 好看   胖 美美 们 可以 穿 阿   大胆 出手 吧   哈哈   好 喜欢 ,2014/9/3 10:23,
i521,u2076,看着 不错 ！ 代 他人 买 的 ！ ,2014/9/26 14:55,
i521,u146,衣服 很 好 ， 穿 起来 漂亮 。 衣服 有点 味道 很 正常 洗洗 就 好 了 ,2014/9/22 13:33,
i521,u858,衣服 质量 很 好 ， 洗 完 后 也 不怎么 褪色 ， 大爱 ,2014/9/20 19:14,
i521,u2540,质量 很 好 。 。 比 想象 中 厚 一点 。 。 得 再 过 一阵 能 穿 ～ 大小 正好 。 。 ,2014/9/1 12:01,http://img01.taobaocdn.com/bao/uploaded/TB2LRxsapXXXXaqXXXXXXXXXXXX_!!1987662899-0-rate.jpg
i522,u1132,很 不错 ， 买 第二 条 了 的 。 ,2014/9/20 15:51,
i522,u2430,裤子 很 有型 ， 面料 和 做工 都 是 上层 ， 不是 一般 的 货色 可比 ， 包装 也 很 高档 ， 无论 是 送 人 还是 自 穿 都 属 首选 ， 另外 卖家 服务 态度 很 好 ， 百问不厌 发货 速度 也 快 ， 快递 还 可以 ， 好评 ！ 全 五分 ！ ,2014/9/16 17:32,http://img01.taobaocdn.com/bao/uploaded/TB2LmYvapXXXXXRXpXXXXXXXXXX_!!168890916-0-rate.jpg
i522,u547,挺好 的 。 特别 喜欢 。 以后 需要 还 会 来 。 ,2014/9/18 00:12,
i522,u1900,不错   给 老公 买 的   穿 上 很 帅   比较 有型 ！ ,2014/9/27 14:04,
i523,u2,裤子 还 可以 。 客服 很 差 。 ,2014/9/24 08:48,
i523,u20,布料 比 較 粗糙 而且 嚴 重 色差   下 單 金典 藍   收 的 的 卻 是 黑色   客服 還 說 是 這 個 顏 色   難 道 客服 是 色盲 嗎   黑色 藍 色 都 分 不 清楚   本 來 是 打算 退 貨 的   算 了   幾 十 塊 錢 的 東 西 將 就 這 穿 吧 ,2014/9/23 08:49,
i523,u406,  裤子 很 好 ， 很 薄 ， 适合 夏天 穿 ， 客服 也 很 好 ， 耐心 解答 ,2014/9/2 18:56,
i523,u1325,裤子 不错 ， 大小 也 正好 给 个 好评 ,2014/9/17 21:11,
i523,u1113,裤子 看 起来 还 好 。 这 个 价钱 值 了 ， ,2014/9/16 19:51,
i523,u995,裤 腰 正好 ， 裤腿 有点 窄 ， 不 想 换 了 就 这 吧 ,2014/9/9 14:19,
i523,u1433,东西 很 好 ， 物超所值 ， 好评 ！ ！ ！ ！ ,2014/9/11 22:12,
i523,u1008,呵呵 ， 我 要 蓝 的 ， 告 我 说 有 ， 又 给 我 发 个 黑色 的 ,2014/9/7 23:35,
i523,u1147,还 行 吧 ， 色差 很 大 ， 也 买 小 了 ， ,2014/9/14 18:06,
i523,u1420,裤子 会 脱色 ， 其它 还 好 啦 ,2014/9/13 11:43,
i524,u1821,好评 哦 ！ 很 显 瘦 ！ 还 显 年轻 ， 嘿嘿 ！ 所以 有 心情 在 这 写 好评 啊 ！ 放心 ， 不是 特 次 的 地摊 货 ！ 款式 不错 ， 线头 略 多 ！ ,2014/9/15 18:58,
i524,u1794,衣服 手感 好 ， 上 身 很 舒服 ， 同事 们 都 说 好 ， 超值 。 ,2014/9/10 09:59,
i524,u1949,东 东 收到 了 ， 感觉 还 行 吧 ， 送 的 小衫 确实 不错 咋 的 ， 觉得 有点 小 贵 ,2014/9/1 13:31,
i525,u13,质量 很 好   性价比 很 高   这 个 价位   的 裤子 觉得   比 实体店 好多 了   很 赞   还 会 来 的   满意   全 5 分 ,2014/9/17 09:07,
i525,u1848,裤子 挺好 的 ， 就是 买 大 了 ， 不 能 穿 ， 送 人 了 ！ ,2014/9/26 10:40,
i525,u2255,真 的 很 不错 ， 手感 超好 ， 穿 上 很 舒服 ， 买 对 了   快递 挺 快 的 ， 服务 态度 好 ,2014/9/30 12:29,
i525,u1428,质量 很 好   物美价廉 哦   和 卖家 描述 一致   非常 满意 ,2014/9/10 19:17,
i526,u414,老板 发货 快 。 质量 不错 。 款式 也好 ， 主要 穿 上 舒服 。 ,2014/9/20 15:45,
i526,u838,买 给 小妹 的 收到 就 穿 上 了   很 惊喜 小妹 穿着 款式 版型 哪 都 合身 面料 也 不错 太 漂亮 了 且 嘻嘻 小 性感 啦   太 满意 了 好评 ,2014/9/4 21:12,
i526,u1756,弹性 很 好 ， 穿 起来 很 修身 ， 不 起 毛 ， 5 分 好评 ,2014/9/8 13:05,
i526,u1409,裤 裤 质量 很 好   穿 上特 显 瘦   白色 很 干净   卖家 服务 态度 好   发货 迅速 ,2014/9/4 21:13,
i526,u177,宝贝 超好 ， 已经 第三 次 买 了 ， 裤子 很 修身 显 的 腿 很 细 ,2014/9/27 10:55,
i527,u2059,非常 不错 ， 很 值得 购买 ,2014/9/18 12:40,
i527,u893,感觉 更 接近 于 乳白色     棉 的   感觉 很 容易 变形     摸 上去 绒绒 的   价钱 在 这里 了   还 行 吧   再 买 件 打底 穿 或者 在 家里 当 家居服 穿   应该 还 可以 ,2014/9/28 10:39,
i527,u1708,料子 很 软 ， 摸 起来 不错 ， 应该 是 纯棉 。 大小 也 合适 ， 就是 快递 有些 不 给力 。 给 好评 ,2014/9/11 00:28,
i527,u2342,还 可以   算是 物 有 所 值 ,2014/9/19 22:31,
i527,u1190,  很 满意 的 一次 购物 ， 卖家 发货 很快 ， 邮递员 也 很 给力 ， 这 个 价位 买 到 这么 好 的 衣服 真 的 太 棒 了 ~ ~     衣服 穿 在 身上 很 合适 。 。 喜欢 店家 送 的 小 礼物 ， 还有 那 封 感谢信 ~ ~     下次 再 来 买 ！ ！ ,2014/9/21 04:22,
i527,u597,宝贝 收到 了 ， 打开 一 看 ， 颜色 比 图片 ， 暗淡 一点 。 但是 质量 还是 可以 的 。 全 五分 。 ,2014/9/25 22:21,
i528,u1299,质量 好 ， 颜色 正 ， 快递 快 ， 谢谢 ,2014/9/13 16:44,
i528,u1207,非常 合身 ， 质量 很 好 ， 样式 好看 ， ,2014/9/12 13:57,
i528,u27,宝贝 收到 ， 款式 很 漂亮 ， 面料 很 好 ， 我 老公 非常 喜欢 ， 大爱 ， 賣 家 態 度 很 好 ， 物流 快 5 分   满意 ！ ,2014/9/18 12:05,
i528,u31,穿着 很 舒服 ， 喜欢 ， 好评 ,2014/9/17 17:47,
i528,u2250,款式 很 漂亮 ， 我 很 喜欢 ,2014/9/13 07:49,
i529,u821,颜色 有点 深 。 其他 的 都 很 不错 。 。 。 ,2014/9/18 07:31,
i529,u1816,  不错 不错 ， 买家 推荐 的 尺码 正好 呢 ， 又 买 了 一 条 换 着 穿 ,2014/9/15 19:29,
i53,u1108,么 便宜 ， 真 的 太 实惠 了 ， 又 弹性 ， 垂 感 好 ， 布料 和 做工 都 很 好 ,2014/9/16 09:31,
i53,u1749,很 好 ！ ！ 冬天 也 很 厚实 ,2014/9/22 08:30,
i53,u1982,质量 还 不错 ， 对 得 起 价钱 ， 物 有 所 值 ,2014/9/17 14:08,
i53,u223,衣服 质量 很 好 ， 就是 没有 小码 买 的 均 码 ， 可是 还是 大 了 些 （ 外面 的 裙子 还 好 了 ， 就是 内衬 大 了 ， 穿着 会长 很 多 ， 而且 鼓 在 里面 ， 整体 就 不是 很 美观 了 ， 所以 想 要 买 的 朋友 就 不要 买 大一 码 了 ） ,2014/9/14 15:28,
i53,u1932,这 款 裙子 没有 酒红色 的 腰 肥 ， 不过 还 可以 ， 穿着 挺 好看 ， 5 颗 星 吧 ！ 下回 继续 光顾 ,2014/9/20 15:44,
i530,u52,和 描述 的 一样 ， 弹力 很 大 ， 穿着 很 舒服 ， 衣服 很 值 ， 12 块 钱 能 买 到 . . . . 賺 到 ! ! !     ,2014/9/15 21:35,
i530,u52,和 描述 的 一样 ， 弹力 很 大 ， 穿着 很 舒服 ， 衣服 很 值 ， 12 块 钱 能 买 到 . . . . 賺 到 ! ! !             ,2014/9/15 21:35,
i530,u1484,  衣服 有点 小 ， 但 布料 还 可以 。 ,2014/9/10 19:11,
i530,u2472,手感 特别 好   穿 上 很 显 瘦     很 赞 ,2014/9/2 23:15,http://img01.taobaocdn.com/bao/uploaded/TB2gMtBapXXXXXmXpXXXXXXXXXX_!!2017748790-0-rate.jpg
i531,u2202,很 好   不错 的 哦   好 喜欢 哦   棒 ,2014/9/15 20:35,
i531,u5,质量 很 好 、 颜色 很 好看 、 款式 很 漂亮 ， 穿 起来 很 合身 很 舒服 ， 非常 满意 ， 谢谢 。 ,2014/9/19 09:10,
i531,u5,质量 很 好 、 颜色 很 好看 、 款式 很 漂亮 ， 穿 起来 很 合身 很 舒服 ， 非常 满意 ， 谢谢 。 ,2014/9/24 17:21,
i531,u5,质量 很 好 、 款式 很 漂亮 ， 穿 起来 很 合身 很 舒服 ， 非常 满意 。 ,2014/9/20 12:30,
i532,u748,较 厚 ， 有点 像 厚 秋裤 ， ,2014/9/5 16:08,
i532,u676,可能 是 秋款 吧   看 起来 有点 臃肿   这 个 颜色 有点 像 秋裤 ,2014/9/5 14:58,
i532,u2437,超级 大 ， 没法 穿 ， 只能 转手 给 老妈 了 呵呵 呵 ,2014/9/10 13:17,http://img01.taobaocdn.com/bao/uploaded/TB2bYClapXXXXaOXpXXXXXXXXXX_!!1652642400-0-rate.jpg
i533,u2293,穿 了 一下 才 来 评价 的   裤裆 要 烂 了   不过 裤型 很 好 ,2014/9/2 10:58,
i533,u88,质量 蛮 好 ， 有 弹力 ， 显 瘦 ， 穿着 舒服 。 ,2014/9/1 10:14,
i533,u2572,还 没 穿 ， 看 起 不错 … …     ,2014/9/4 14:21,http://img01.taobaocdn.com/bao/uploaded/TB2u4xJapXXXXbvXpXXXXXXXXXX_!!1580720279-0-rate.jpg
i533,u2418,裤子 看 起来 还 不错 ！ 但是 卖家 的 态度 实在 让 人 忍无可忍 ！ 21 号 拍 下 22 发货 26 号 快递 才 显示 收入 ！ 真是 能 气 死人 ,2014/9/28 13:20,
i533,u1491,不错 ， 很 現 瘦 滴 ！ 大爱 ,2014/9/21 16:56,
i533,u2584,裤 裤 到 了     质量 完全 出乎 我 的 意料       根本 不 像 二十 多 的 样子     比 店里 卖 几 十 块 的 还要 好     版型 也 很 好 显 瘦 ,2014/9/28 11:10,http://img01.taobaocdn.com/bao/uploaded/TB2fHtOaFXXXXXkXpXXXXXXXXXX_!!2108272940-0-rate.jpg
i533,u272,裤子 收到 了 ， 感觉 质量 还 不错 ， 很 显 瘦 ,2014/9/4 04:30,
i533,u369,  质量 可以 ， 面料 也 很 舒服 ， 唯一 不足 的 是 少 了 半 个 按扣 ， 不过 这 也 不是 卖家 的 问题 。 总体 挺 满意 ,2014/9/25 21:21,
i533,u119,还 可以 吧   ， 来 的 时候 裤子 上 有 一 条 脏 了     洗 不 掉   ， 希望 下次 购物 不会 这样 了   ， ,2014/9/17 11:15,
i534,u41,面料 很 好 ， 很 厚实 ， 秋天 穿 正好 ， 弹性 很 大 ， 质量 很 好 ,2014/9/3 15:46,
i534,u437,东西 很 好 ！ 可 就是 只能 买 一 件 。 很 遗憾 ！   ,2014/9/17 18:38,
i534,u17,这 个 价位 能 买 到 如此 高 质量 的 宝贝 ， 太 值 了 ,2014/9/6 09:11,
i534,u934,快速 ， 物美价廉 啊 。 袜子 超 漂亮 ,2014/9/1 12:39,
i534,u2487,宝贝 很 厚实 ， 手感 很 舒服 ， 颜色 也 很 正 ， 很 漂亮 ， 穿着 也 很 修 腿 ， 赞 一个   卖家 发货 及时 ， 物流 非常 快 ,2014/9/30 14:13,http://img01.taobaocdn.com/bao/uploaded/TB28sqgaFXXXXbjXXXXXXXXXXXX_!!1666652019-0-rate.jpg
i534,u2487,宝贝 很 厚实 ， 手感 很 舒服 ， 颜色 也 很 正 ， 很 漂亮 ， 穿着 也 很 修 腿 ， 赞 一个   卖家 发货 及时 ， 物流 非常 快 ,2014/9/30 14:13,http://img01.taobaocdn.com/bao/uploaded/TB2MhWdaFXXXXbWXXXXXXXXXXXX_!!1666652019-0-rate.jpg
i534,u2487,宝贝 很 厚实 ， 手感 很 舒服 ， 颜色 也 很 正 ， 很 漂亮 ， 穿着 也 很 修 腿 ， 赞 一个   卖家 发货 及时 ， 物流 非常 快 ,2014/9/30 14:13,http://img01.taobaocdn.com/bao/uploaded/TB2e1WeaFXXXXb3XXXXXXXXXXXX_!!1666652019-0-rate.jpg
i534,u2487,宝贝 很 厚实 ， 手感 很 舒服 ， 颜色 也 很 正 ， 很 漂亮 ， 穿着 也 很 修 腿 ， 赞 一个   卖家 发货 及时 ， 物流 非常 快 ,2014/9/30 14:13,http://img01.taobaocdn.com/bao/uploaded/TB2YsKbaFXXXXXoXpXXXXXXXXXX_!!1666652019-0-rate.jpg
i534,u444,很 不错 。 就是 有点 薄 不过 还 好 啦 。 正好 这 个 季节 穿 。 希望 不会 起 球 。 ,2014/9/26 18:04,
i534,u2282,袜子 包装 很 好 的 一 看 就是 好品质 的 ， 打开 穿 了 一 天 很 精致 袜子 显得 很 有 光感 ， 相对 来 讲 腿部 显得 很 有 质感 很 显 瘦 ， 袜子 质量 很 好 ， 有 弹力 ， 颜色 很 正 ， 穿 在 腿 上 很 舒服 ， 大小 合适 ， 包装 很 好 ， 很 好 穿 ， 不 抽丝 ， 不易 勾 丝 ， 不 掉 档 ， 不 起 球 ,2014/9/6 23:38,
i534,u2314,裤子 摸 着 特别 舒服       料子 很 喜欢   物流 特别 快             就是 感觉 有 一 点点 短   ,2014/9/22 16:33,
i535,u1703,虽然 退换 失败 没 买 成 ， 但 服务 态度 挺好 的 ,2014/9/8 08:02,
i535,u2478,爸爸 很 喜欢 ， 大小 合适 。 告诉 他们 价格 都 不 相信 。 不会 鉴定 皮料 ， 但 衣服 本身 很 好 ,2014/9/14 13:27,http://img01.taobaocdn.com/bao/uploaded/TB2WtO1apXXXXbWXpXXXXXXXXXX_!!2220279504-0-rate.jpg
i536,u39,质量 非常 好 ， 与 卖家 描述 的 完全 一致 ， 非常 满意 ， 卖家 的 服务 太 棒 了 ， 考虑 非常 周到 ， 完全 超出 期望值 。   质量 非常 好 ， 与 卖家 描述 的 完全 一致 ， 非常 满意 ， 卖家 的 服务 太 棒 了 ， 考虑 非常 周到 ， 完全 超出 期望值 。 ,2014/9/11 10:09,
i536,u322,颜色 很 亮 ， 穿着 很 好看 ， 质量 很 不错 。 ,2014/9/27 19:31,
i536,u2461,给 妈妈 买 的 ， 衣服 样式 料子 都 蛮 不错 的 ， 这 个 价钱 很 划算 了 ， 下次 要 买 还 到 这家 来 ,2014/9/17 19:00,http://img01.taobaocdn.com/bao/uploaded/TB29G2JapXXXXazXpXXXXXXXXXX_!!410696968-0-rate.jpg
i536,u1758,衣服 很 漂亮 ~ 做工 也 不错 ~ 配 上 我 的 连衣裙 很 好看 ~ 赞 一个 ,2014/9/10 14:03,
i536,u1449,宝贝 颜色 很 鲜艳 ， 但是 料子 有点 硬 ， 偏 长 ， 不 适合 配 裙子 ！ ,2014/9/11 15:16,
i536,u1839,"第三 次 买 了 , 质量 好 , 颜色 也 好看 , 上班 穿 很 实用 . 非常 喜欢 ! ",2014/9/12 15:33,
i536,u2494,不好意思 评 晚 了 ， 质量 很 好 我 很 满意 ， 穿 上 这 衣服 柔软 舒服 ， 我 买 的 很 满意 ， 我 会 经常 光顾 ？ ,2014/9/27 08:03,http://img01.taobaocdn.com/bao/uploaded/TB2dFXFaFXXXXaAXXXXXXXXXXXX_!!845493989-0-rate.jpg
i536,u350,质量 满意 … 就是 有点 紧身 了 … 颜色 很 正 ,2014/9/28 17:43,
i536,u1274,帮 朋友 买 的 ， 说 还 不错 ,2014/9/19 00:05,
i536,u386,颜色 啥 的 都 挺 满意 ， 这次 就是 领子 开 了 个 口 ， 不过 自己 缝 上 啦 ， 换 太 麻烦 觉得 ，   好 ,2014/9/2 14:51,
i536,u99,衣服 很 棒 ， 已经 是 入手 的 第二 件 了 ， 有 需要 还 会 来 的 ， 好评 ！ ！ ,2014/9/23 18:30,
i536,u1603,有点 小 瑕疵 ， 不过 很 漂亮 ！ ,2014/9/21 13:24,
i536,u2585,惊喜   这么 便宜 的 衣服   能 买 到 这样 质量 太 好 了 划算   料子 摸 着 很 舒服   颜色 很 正   没有 色差   赞 ,2014/9/14 20:12,http://img01.taobaocdn.com/bao/uploaded/TB2fDq5apXXXXbiXpXXXXXXXXXX_!!1848083044-0-rate.jpg
i536,u632,  有 色差   质量 还 好   总得 来 说 还 不错 ！ ！ ,2014/9/19 07:45,
i536,u6,宝贝 很 好 ， 颜色 无 色差 ， 款式 漂亮 ， 好评 。 ,2014/9/10 19:32,
i536,u986,衣服 很 合身   很 漂亮   无 色差 ,2014/9/3 19:43,
i536,u1562,物流 快 ， 服务 态度 不错 ， 下次 在 光顾 ,2014/9/7 11:03,
i537,u1698,恩恩 还 不错 ~ ~ ~ 就是 胸 的 地方 有点 紧 ~ ~ ~ ,2014/9/26 16:29,
i537,u2364,个人 觉得 还 可以 ， 值得 购买 。 ,2014/9/12 09:21,
i537,u2195,衣服 的 质量 很 好 ， 这 是我 第二 次 购买 。 和亲 描述 的 一 么 一样 ， 无 色差 。 亲 的 服务 态度 很 好 ， 耐心 、 周到 。 快递 很 给力 ， 以后 还 会 光顾 的 。 祝 亲 生意兴隆 ， 财源广进 。 ,2014/9/12 11:10,
i537,u189,还 可以 ， 服务 不错 ， 就是 不 能 送货上门 ， 还 的 自己 走 好 几 十 里 路 去 拿 ， 马 马 虎虎 吧 。 ,2014/9/24 15:05,
i537,u1998,这 是 第二 次 购买 了 ， 款式 大方 ， 价格 便宜 ， 颜色 正 ， 喜欢 。 ,2014/9/17 16:46,
i538,u617,确实 不错 ， 是 我喜欢 的 面料 ！ ,2014/9/30 20:17,
i538,u1212,宝贝 已 收到 ， 很 好 很 漂亮 ,2014/9/26 20:56,
i538,u812,亲   收到 宝贝 了 ！ 很 漂亮 ， 店主 很 热情 。 服务 态度 很 好 。 物流 也 很 给力 。 宝贝 质量 很 好 ， 就是 不知道 气球 不 ？ 下次 还 会 购买 ! 。 一次 满意 的 购物 ！ 很 洋气 。 。 。 。 。 ,2014/9/30 15:51,
i539,u554,第二 次 买 了 ， 买 了 第一 条 还 可以 所以 就 又 买 了 一 条 ,2014/9/21 12:46,
i54,u979,好丑 ， 和 自己 想象 的 差 太 多 了 。 不过 一分钱一分货 吧 ,2014/9/19 21:49,
i540,u1479,面料 很 柔软 ， 她们 家 服务 态度 好 ， 物流 快 ,2014/9/7 20:42,
i540,u2484,衣服 真 的 很 好 ， 前 两 天 太 忙 ， 一直 没 时间 评价 ， 值得 买 ， 我喜欢 ,2014/9/29 15:30,http://img01.taobaocdn.com/bao/uploaded/TB2F9hZaFXXXXbNXpXXXXXXXXXX_!!2017040219-0-rate.jpg
i540,u1417,衣服 收到 了           很 漂亮 ！ ,2014/9/26 12:34,
i540,u2116,宝贝 很 好   很 喜欢   谢谢 店家   给 好评 ,2014/9/12 16:06,
i541,u1465,质量 很 好 ， 不知 调色 不 ！ ,2014/9/1 18:57,
i541,u1705,物美价廉 ！   物流 很快 。 ,2014/9/12 22:59,
i541,u183,裤子 很 厚 ， 外面 是 棉 的 ， 很 舒服 ,2014/9/17 12:58,
i541,u418,东西 很 好 ， 打开 一 看 ， 朋友 们 都 说 好 ， 想 买 可 没有 活动 价 了   ,2014/9/17 19:43,
i541,u476,宝贝 质量 很 好 ， 做工 也 错 。 店家 服务 态度 非常 好 ， 下次 还 会 光临 的 。 ,2014/9/25 07:02,
i542,u1379,很 好 ， 很 喜欢 ， 和 照片 一样 ,2014/9/20 21:04,
i542,u768,衣服 质量 、 做工 都 不错 哦 。 就是 穿 上 袖子 有点 紧 。 总体 来 说 还 不错 。 ,2014/9/22 15:09,
